name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,torque_nm,log_selling_price
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,500000,15000,Petrol,Individual,Manual,First Owner,5,18.16,1196,86.8,112.0,13.122363377404328
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,825000,33500,Diesel,Individual,Manual,First Owner,5,23.65,1248,88.5,200.0,13.623138665316818
Mahindra Quanto C6,2012,250000,70000,Diesel,Individual,Manual,First Owner,7,17.21,1493,100.0,240.0,12.429216196844383
Toyota Etios Cross 1.2L G,2015,600000,10000,Petrol,Individual,Manual,First Owner,5,18.16,1197,78.8,104.0,13.304684934198283
Mahindra Scorpio S7 120,2018,1325000,22053,Diesel,Individual,Manual,First Owner,7,16.36,2179,120.0,280.0,14.09692301740246
Chevrolet Optra Magnum 2.0 LS,2011,415000,78432,Diesel,Individual,Manual,First Owner,5,16.52,1991,123.7,305.0,12.936033799212835
Hyundai Santa Fe 4X4,2011,825000,125000,Diesel,Individual,Manual,Second Owner,7,14.66,2199,194.3,420.7,13.623138665316818
Honda Brio V MT,2012,310000,50000,Petrol,Individual,Manual,Second Owner,5,19.4,1198,86.8,109.0,12.644327576461329
Tata Tiago 1.2 Revotron XZ,2017,390000,20000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84.0,114.0,12.873902018105829
Hyundai Creta 1.6 VTVT E Plus,2016,700000,30000,Petrol,Individual,Manual,First Owner,5,15.29,1591,121.3,151.0,13.458835614025542
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1050000,7200,Diesel,Individual,Manual,First Owner,8,12.99,2494,100.6,200.0,13.864300722133706
Hyundai EON Era Plus,2014,200000,60000,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,74.5,12.206072645530174
Chevrolet Sail Hatchback Petrol LS ABS,2013,245000,25000,Petrol,Individual,Manual,First Owner,5,18.2,1199,84.8,113.0,12.409013489526863
Maruti Baleno LXI,2005,50000,90000,Petrol,Individual,Manual,Second Owner,5,15.4,1590,94.0,130.0,10.819778284410283
Chevrolet Captiva 2.2 LTZ AWD,2012,700000,50000,Diesel,Individual,Automatic,Second Owner,7,12.12,2231,184.0,424.0,13.458835614025542
Tata Bolt Quadrajet XE,2019,660000,35000,Diesel,Individual,Manual,First Owner,5,22.95,1248,74.0,190.0,13.399995114002609
Honda City i VTEC V,2015,630000,117500,Petrol,Individual,Manual,Second Owner,5,17.4,1497,117.3,145.0,13.353475098367715
Mahindra XUV500 W8 2WD,2012,950000,78500,Diesel,Individual,Manual,First Owner,7,15.1,2179,140.0,330.0,13.764217263576723
Hyundai i20 1.2 Asta Dual Tone,2018,740000,8000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,114.7,13.514405465180353
Ford Figo Aspire 1.2 Ti-VCT Sports Edition,2017,570000,25000,Petrol,Individual,Manual,First Owner,5,18.12,1196,86.8,112.0,13.253391639810733
Hyundai Verna 1.6 SX,2012,450000,60000,Diesel,Individual,Manual,Third Owner,5,22.32,1582,126.32,259.8,13.017002861746503
Datsun RediGO 1.0 T Option,2019,390000,10000,Petrol,Individual,Manual,First Owner,5,22.5,999,67.0,91.0,12.873902018105829
Ford Ikon 1.6 Nxt,2009,180000,70000,Petrol,Individual,Manual,Second Owner,5,14.2,1597,92.0,24525.0,12.100712129872347
Honda City 2017-2020 GXi,2006,270000,70000,Petrol,Individual,Manual,Second Owner,5,17.7,1497,78.0,6867.0,12.506177237980511
Maruti 800 DX,1997,60000,25000,Petrol,Individual,Manual,Third Owner,4,16.1,796,37.0,59.0,11.002099841204238
Hyundai Verna 1.6 Xi ABS,2006,170000,90000,Petrol,Individual,Manual,Third Owner,5,13.9,1599,103.2,0.0,12.043553716032399
Hyundai Creta 1.6 CRDi SX,2015,978999,90000,Diesel,Individual,Manual,First Owner,5,19.67,1582,126.2,259.9,13.794285900061666
Tata Tiago 1.2 Revotron XM,2018,490000,25000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84.0,114.0,13.102160670086809
Ford Fiesta Diesel Style,2012,280000,60000,Diesel,Individual,Manual,Second Owner,5,23.5,1498,88.7,204.0,12.542544882151386
Chevrolet Spark 1.0,2008,45000,70000,Petrol,Individual,Manual,First Owner,5,18.0,995,62.0,90.3,10.714417768752456
Maruti Ertiga SHVS VDI,2016,640000,80000,Diesel,Individual,Manual,Second Owner,7,24.52,1248,88.5,200.0,13.369223455335854
Mahindra Scorpio S2 9 Seater,2015,650000,110000,Diesel,Individual,Manual,Second Owner,9,15.4,2523,75.0,200.0,13.38472764187182
Mahindra Scorpio LX,2013,500000,115717,Diesel,Individual,Manual,First Owner,9,12.05,2179,120.0,290.0,13.122363377404328
Ford Fusion Plus 1.4 TDCi Diesel,2008,90000,110000,Diesel,Individual,Manual,Second Owner,5,17.7,1399,68.0,0.0,11.407564949312402
Tata Aria Pure LX 4x2,2014,480000,70000,Diesel,Individual,Manual,Second Owner,7,15.05,2179,147.9,320.0,13.081541382884074
Maruti Swift VXI,2019,630000,4000,Petrol,Individual,Manual,First Owner,5,21.21,1197,81.8,113.0,13.353475098367715
Hyundai i10 Sportz,2011,250000,50000,Petrol,Individual,Manual,First Owner,5,20.36,1197,78.9,111.8,12.429216196844383
Hyundai Grand i10 Sportz,2016,330000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5,18.9,1197,82.0,114.0,12.706847933442663
Hyundai i10 Magna,2009,180000,70000,Petrol,Individual,Manual,Second Owner,5,20.36,1197,78.9,111.7,12.100712129872347
Maruti Swift Dzire ZDI,2016,550000,55000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74.0,190.0,13.217673557208654
Tata Nexon 1.2 Revotron XZA Plus,2020,950000,5000,Petrol,Individual,Automatic,First Owner,5,17.0,1198,108.5,170.0,13.764217263576723
Mahindra Bolero 2011-2019 ZLX,2013,430000,100000,Diesel,Individual,Manual,Second Owner,7,15.96,2523,62.1,195.0,12.971540487669746
Hyundai Santro Xing XS eRLX Euro III,2005,90000,82000,Petrol,Individual,Manual,Fourth & Above Owner,5,19.2,1248,82.0,180.0,11.407564949312402
Maruti Wagon R LXI Minor,2009,150000,60000,Petrol,Individual,Manual,Second Owner,5,18.9,1061,67.0,84.0,11.918390573078392
Tata Safari Storme VX Varicor 400,2019,1250000,100000,Diesel,Individual,Manual,First Owner,7,14.1,2179,153.86,400.0,14.038654109278484
Maruti Ertiga VDI,2015,600000,90000,Diesel,Individual,Manual,Third Owner,7,20.77,1248,88.76,200.0,13.304684934198283
Tata Nano Lx BSIV,2010,65000,26432,Petrol,Dealer,Manual,First Owner,4,25.4,624,37.48,51.0,11.082142548877775
Maruti Omni E 8 Str STD,2016,220000,46702,Petrol,Dealer,Manual,First Owner,8,16.8,796,34.2,59.0,12.301382825334498
Maruti Omni E 8 Str STD,2016,220000,46706,Petrol,Dealer,Manual,First Owner,8,16.8,796,34.2,59.0,12.301382825334498
Tata Indica V2 eXeta GLS,2006,110000,53523,Petrol,Dealer,Manual,First Owner,5,16.84,1193,64.4,99.8,11.608235644774552
Chevrolet Beat Diesel LT,2012,175000,56365,Diesel,Dealer,Manual,First Owner,5,25.44,936,56.3,142.5,12.072541252905651
Chevrolet Spark 1.0 LT,2011,160000,49563,Petrol,Dealer,Manual,First Owner,5,16.2,995,62.1,90.3,11.982929094215963
Maruti 800 Std BSIII,2004,65000,56432,Petrol,Dealer,Manual,First Owner,4,16.1,796,37.0,59.0,11.082142548877775
Maruti 800 AC,2002,60000,52365,Petrol,Dealer,Manual,Second Owner,4,16.1,796,37.0,59.0,11.002099841204238
Maruti Alto LXi BSIII,2007,120000,53512,Petrol,Dealer,Manual,Second Owner,5,19.7,796,46.3,62.0,11.695247021764184
Mahindra Ssangyong Rexton RX7,2013,1000000,40000,Diesel,Individual,Automatic,First Owner,7,11.18,2696,184.0,402.0,13.815510557964274
Maruti Wagon R LXI BS IV,2010,220000,46533,Petrol,Dealer,Manual,First Owner,5,18.9,998,67.1,90.0,12.301382825334498
Maruti Omni E 8 Str STD,2005,105000,59635,Petrol,Dealer,Manual,Second Owner,5,19.2,1248,82.0,180.0,11.56171562913966
Maruti Omni 8 Seater BSIV,2008,114999,58632,Petrol,Dealer,Manual,Second Owner,5,14.0,796,35.0,59.841,11.652678711655406
Maruti Omni LPG STD BSIV,2008,110000,58632,LPG,Dealer,Manual,Second Owner,5,19.2,1248,82.0,180.0,11.608235644774552
Mahindra XUV500 AT W6 2WD,2016,850000,80000,Diesel,Individual,Automatic,Second Owner,7,16.0,2179,140.0,330.0,13.652991628466498
Maruti Ertiga SHVS VDI,2016,750000,70000,Diesel,Individual,Manual,First Owner,7,24.52,1248,88.5,200.0,13.527828485512494
Renault KWID 1.0 RXT Optional,2017,265000,90000,Petrol,Individual,Manual,First Owner,5,23.01,999,67.0,91.0,12.487485104968359
Ford Classic 1.6 Duratec Titanium,2014,450000,110000,Petrol,Individual,Manual,Second Owner,5,14.09,1596,99.6,146.0,13.017002861746503
Mahindra Quanto C6,2013,225000,90000,Diesel,Individual,Manual,First Owner,7,17.21,1493,100.0,240.0,12.323855681186558
Mahindra Scorpio S10 7 Seater,2015,1125000,70000,Diesel,Individual,Manual,First Owner,7,15.4,2179,120.0,280.0,13.933293593620657
Maruti Alto LX,2007,130000,78000,Petrol,Individual,Manual,First Owner,5,19.7,796,46.3,62.0,11.77528972943772
Mahindra Bolero Power Plus SLE,2017,660000,45000,Diesel,Individual,Manual,First Owner,7,16.5,1493,70.0,195.0,13.399995114002609
Maruti Alto K10 VXI,2015,240000,50000,Petrol,Individual,Manual,Second Owner,5,23.95,998,67.05,90.0,12.388394202324129
Maruti Alto 800 LXI,2017,275000,58000,Petrol,Individual,Manual,First Owner,5,24.7,796,47.3,69.0,12.524526376648708
Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,120000,Diesel,Individual,Manual,First Owner,8,12.8,2494,102.0,33354.0,13.527828485512494
Chevrolet Aveo U-VA 1.2,2007,65000,30000,Petrol,Individual,Manual,Second Owner,5,14.7,1150,76.0,3924.0,11.082142548877775
Tata Safari Storme EX,2017,850000,162000,Diesel,Individual,Manual,First Owner,7,14.1,2179,147.94,320.0,13.652991628466498
Maruti Wagon R LXI CNG,2016,300000,50000,CNG,Individual,Manual,Second Owner,5,18.62,998,58.16,77.0,12.611537753638338
Mahindra Scorpio 1.99 S6 Plus,2015,825000,60000,Diesel,Individual,Manual,First Owner,7,15.4,1997,120.0,280.0,13.623138665316818
Maruti Swift Dzire VDi,2009,185000,138000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,190.0,12.128111104060462
Hyundai i10 Magna,2010,180000,70000,Petrol,Individual,Manual,Second Owner,5,20.36,1197,78.9,111.7,12.100712129872347
Maruti Alto LXi,2010,160000,48000,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,62.0,11.982929094215963
Ford Endeavour 3.0L 4X2 AT,2012,500000,110000,Diesel,Individual,Automatic,First Owner,7,11.4,2953,153.86,380.0,13.122363377404328
Maruti Swift VDI BSIV,2014,375000,88000,Diesel,Individual,Manual,Second Owner,5,25.2,1248,74.0,190.0,12.834681304952548
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,900000,68000,Diesel,Individual,Manual,First Owner,7,12.99,2494,100.6,200.0,13.710150042306449
Hyundai Grand i10 Sportz,2017,459999,70000,Petrol,Individual,Manual,First Owner,5,18.9,1197,82.0,114.0,13.038979594549872
Maruti Swift VDI,2013,370000,96000,Diesel,Individual,Manual,Second Owner,5,22.9,1248,74.0,190.0,12.821258284620408
Hyundai Santro Xing Base,2005,80000,123219,Petrol,Individual,Manual,Third Owner,5,19.2,1248,82.0,180.0,11.289781913656018
Maruti Zen LX,2002,75000,30000,Petrol,Individual,Manual,Third Owner,5,17.3,993,60.0,78.0,11.225243392518447
Maruti Ritz LDi,2016,400000,60000,Diesel,Individual,Manual,Third Owner,5,23.2,1248,73.94,190.0,12.89921982609012
Honda City 1.5 GXI CVT,2005,250000,90000,Petrol,Individual,Automatic,Second Owner,5,19.2,1248,82.0,180.0,12.429216196844383
Maruti Swift VDI BSIV,2014,425000,65000,Diesel,Individual,Manual,First Owner,5,25.2,1248,74.0,190.0,12.959844447906553
Hyundai Grand i10 Magna,2016,350000,65300,Petrol,Individual,Manual,Second Owner,5,18.9,1197,82.0,114.0,12.765688433465597
Hyundai i20 1.2 Asta Dual Tone,2018,600000,40000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,114.7,13.304684934198283
Chevrolet Beat Diesel,2012,120000,60000,Diesel,Individual,Manual,Second Owner,5,25.44,936,57.6,150.0,11.695247021764184
Maruti Alto K10 2010-2014 VXI,2012,200000,70000,Petrol,Individual,Manual,Second Owner,5,20.92,998,67.1,90.0,12.206072645530174
Maruti Alto LXi BSIII,2008,100000,70000,Petrol,Individual,Manual,Third Owner,5,19.7,796,46.3,62.0,11.512925464970229
Hyundai Grand i10 CRDi Asta,2014,350000,70000,Diesel,Individual,Manual,Second Owner,5,24.0,1120,70.0,160.0,12.765688433465597
Maruti Alto K10 VXI Optional,2019,399000,10000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,90.0,12.896716695872
Hyundai Verna 1.6 CRDI,2014,580000,56000,Diesel,Individual,Manual,First Owner,5,22.32,1582,126.3,259.9,13.270783382522602
Datsun RediGO T Option,2017,290000,30000,Petrol,Individual,Manual,First Owner,5,22.7,799,53.64,72.0,12.577636201962656
Hyundai Grand i10 Magna,2014,380000,50000,Petrol,Individual,Manual,Second Owner,5,18.9,1197,82.0,114.0,12.84792653170257
Ford Figo Diesel EXI,2010,200000,120000,Diesel,Individual,Manual,First Owner,5,20.0,1399,68.0,160.0,12.206072645530174
Maruti Wagon R LXI CNG,2018,390000,40000,CNG,Individual,Manual,First Owner,5,18.62,998,58.16,77.0,12.873902018105829
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,27500,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,113.75,13.122363377404328
Maruti Swift Dzire VDI,2017,650000,75000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74.0,190.0,13.38472764187182
Renault KWID Climber 1.0 MT,2018,380000,5000,Petrol,Individual,Manual,First Owner,5,23.01,999,67.0,91.0,12.84792653170257
Maruti Wagon R LXI LPG BSIV,2010,275000,50000,LPG,Individual,Manual,First Owner,5,18.34,998,58.2,77.0,12.524526376648708
Maruti Swift Dzire VDI,2015,520000,70000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74.0,190.0,13.16158409055761
Maruti Wagon R LXI,2004,85000,110000,Petrol,Individual,Manual,First Owner,5,18.9,998,67.1,90.0,11.350406535472453
Renault Duster 85PS Diesel RxL Optional,2013,490000,95000,Diesel,Individual,Manual,First Owner,5,20.46,1461,83.8,200.0,13.102160670086809
Hyundai EON Era Plus,2015,229999,34000,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,74.5,12.345830240069793
Hyundai Grand i10 Sportz,2015,411000,25000,Petrol,Individual,Manual,First Owner,5,18.9,1197,82.0,114.0,12.926348493478372
Maruti Eeco CNG 5 Seater AC BSIV,2019,362000,120000,CNG,Individual,Manual,Second Owner,5,15.358,1196,61.7,85.0,12.799399490807907
Toyota Etios Cross 1.4L GD,2014,550000,31000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.06,170.0,13.217673557208654
Maruti Wagon R LXI CNG,2018,459999,70000,CNG,Individual,Manual,First Owner,5,18.62,998,58.16,77.0,13.038979594549872
Hyundai Santro Magna AMT BSIV,2019,499000,5000,Petrol,Individual,Automatic,First Owner,5,20.3,1086,68.0,99.0,13.120361374733656
Toyota Etios Diesel TRD Sportivo,2012,278000,120000,Diesel,Individual,Manual,Second Owner,5,23.59,1364,67.1,170.0,12.535376392672774
Renault Fluence 1.5,2013,580000,67000,Diesel,Individual,Manual,Second Owner,5,20.4,1461,108.5,240.0,13.270783382522602
Honda Amaze VX i-DTEC,2018,825000,40000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,200.0,13.623138665316818
Toyota Corolla AE,2004,170000,120000,Petrol,Individual,Manual,Second Owner,5,13.4,1794,125.0,1962.0,12.043553716032399
Toyota Fortuner 4x4 MT,2014,1700000,80000,Diesel,Individual,Manual,Second Owner,7,12.55,2982,168.5,343.0,14.346138809026444
Hyundai Santro Sportz BSIV,2018,490000,7000,Petrol,Individual,Manual,First Owner,5,20.3,1086,68.0,99.0,13.102160670086809
Mahindra XUV500 W4,2018,1050000,15000,Diesel,Individual,Manual,First Owner,7,16.0,2179,140.0,330.0,13.864300722133706
Chevrolet Beat LT,2016,210000,50000,Petrol,Individual,Manual,First Owner,5,18.6,1199,76.8,106.5,12.254862809699606
Mahindra Scorpio Intelli Hybrid S10,2016,1250000,30000,Diesel,Individual,Manual,First Owner,7,15.4,2179,120.0,280.0,14.038654109278484
Maruti Swift VDI,2012,320000,120000,Diesel,Individual,Manual,Second Owner,5,22.9,1248,74.0,190.0,12.676076274775909
Chevrolet Optra Magnum 2.0 LT,2012,400000,64000,Diesel,Individual,Manual,First Owner,5,16.52,1991,123.7,305.0,12.89921982609012
Maruti Ritz VDi,2013,320000,120000,Diesel,Individual,Manual,First Owner,5,23.2,1248,73.94,190.0,12.676076274775909
Toyota Corolla Altis Diesel D4DG,2012,600000,85000,Diesel,Individual,Manual,First Owner,5,21.43,1364,87.2,205.0,13.304684934198283
Maruti Alto LXi,2009,170000,59000,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,62.0,12.043553716032399
Tata Indica Vista Quadrajet LS,2012,240000,70000,Diesel,Individual,Manual,First Owner,5,19.2,1248,0.0,180.0,12.388394202324129
Maruti Swift VDI BSIV,2011,320000,120000,Diesel,Individual,Manual,Second Owner,5,19.2,1248,82.0,180.0,12.676076274775909
Renault Duster 85PS Diesel RxL Plus,2015,620000,140000,Diesel,Individual,Manual,Second Owner,5,20.45,1461,83.8,200.0,13.337474757021274
Toyota Etios Liva VD,2015,550000,40000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.04,170.0,13.217673557208654
Honda City i DTEC SV,2014,600000,90000,Diesel,Individual,Manual,First Owner,5,26.0,1498,98.6,200.0,13.304684934198283
Mahindra XUV500 W4,2014,649000,117000,Diesel,Individual,Manual,Third Owner,7,15.1,2179,140.0,330.0,13.383187995686226
Chevrolet Spark 1.0 PS,2010,125000,70000,Petrol,Individual,Manual,First Owner,5,16.0,995,63.0,90.3,11.736069016284437
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009,305000,230000,Diesel,Individual,Manual,Second Owner,9,13.58,2499,72.4,171.0,12.628067055589549
Tata Xenon XT EX 4X4,2015,600000,60000,Diesel,Individual,Manual,Second Owner,5,13.49,2179,138.03,320.0,13.304684934198283
Mahindra KUV 100 mFALCON G80 K8,2016,426000,110000,Petrol,Individual,Manual,First Owner,6,18.15,1198,82.0,115.0,12.962194625251508
Tata Indica Vista Terra 1.4 TDI,2010,180000,120000,Diesel,Individual,Manual,First Owner,5,17.0,1405,71.0,135.0,12.100712129872347
Hyundai Verna 1.6 VGT CRDi,2011,400000,100000,Diesel,Individual,Manual,Second Owner,5,22.32,1582,126.32,259.8,12.89921982609012
Chevrolet Beat LS,2010,120000,40000,Petrol,Individual,Manual,Second Owner,5,18.6,1199,79.4,108.0,11.695247021764184
Tata Manza Aura (ABS) Quadrajet BS IV,2012,300000,110000,Diesel,Individual,Manual,Second Owner,5,21.12,1248,88.8,200.0,12.611537753638338
Maruti Alto K10 2010-2014 VXI,2011,190000,92500,Petrol,Individual,Manual,Second Owner,5,20.92,998,67.1,90.0,12.154779351142624
Maruti Alto 800 LXI,2017,310000,20000,Petrol,Individual,Manual,First Owner,5,24.7,796,47.3,69.0,12.644327576461329
Datsun RediGO T Option,2016,260000,35000,Petrol,Individual,Manual,First Owner,5,22.7,799,53.64,72.0,12.468436909997665
Maruti Alto K10 VXI,2017,320000,32000,Petrol,Individual,Manual,Second Owner,5,23.95,998,67.05,90.0,12.676076274775909
Maruti Wagon R LXI CNG,2013,211000,90000,CNG,Individual,Manual,First Owner,5,18.62,998,58.16,77.0,12.259613412458204
Maruti Swift Dzire VXI 1.2 BS IV,2018,650000,35000,Petrol,Individual,Manual,First Owner,5,22.0,1197,81.8,113.0,13.38472764187182
Maruti Swift Dzire VDI,2017,651000,32500,Diesel,Individual,Manual,Second Owner,5,28.4,1248,74.02,190.0,13.386264921190707
Chevrolet Beat Diesel LT,2014,160000,70000,Diesel,Individual,Manual,Third Owner,5,25.44,936,56.3,142.5,11.982929094215963
Hyundai Verna VTVT 1.6 AT SX Option,2019,1270000,20000,Petrol,Individual,Automatic,First Owner,5,17.0,1591,121.3,151.0,14.054527458434775
Maruti Wagon R Duo Lxi,2011,300000,300000,LPG,Individual,Manual,First Owner,5,18.34,998,58.2,77.0,12.611537753638338
Maruti Swift VDI Optional,2015,405000,100000,Diesel,Individual,Manual,First Owner,5,25.2,1248,74.0,190.0,12.911642346088676
Mahindra XUV500 W8 2WD,2015,850000,64800,Diesel,Individual,Manual,First Owner,7,15.1,2179,140.0,330.0,13.652991628466498
Mahindra Bolero Power Plus ZLX,2017,680000,90000,Diesel,Individual,Manual,First Owner,7,16.5,1493,70.0,195.0,13.42984807715229
Hyundai Xcent 1.2 Kappa SX Option,2014,426999,80000,Petrol,Individual,Manual,First Owner,5,19.1,1197,82.0,114.0,12.964536950287645
Hyundai Elantra CRDi SX,2015,869999,120000,Diesel,Individual,Manual,First Owner,5,22.7,1582,126.2,259.88,13.676247341204819
Maruti Wagon R Duo Lxi,2010,160000,66444,LPG,Individual,Manual,First Owner,5,18.34,998,58.2,77.0,11.982929094215963
Maruti Vitara Brezza VDi Option,2016,700000,86000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,200.0,13.458835614025542
Nissan Sunny Diesel XV,2012,300000,90000,Diesel,Individual,Manual,First Owner,5,21.64,1461,84.8,200.0,12.611537753638338
Toyota Innova 2.5 VX 8 STR,2012,960000,153000,Diesel,Individual,Manual,First Owner,8,12.8,2494,102.0,33354.0,13.77468856344402
Mahindra Thar CRDe AC,2014,525000,70000,Diesel,Individual,Manual,Second Owner,6,16.55,2498,105.0,247.0,13.17115354157376
Hyundai Grand i10 CRDi Sportz,2015,345000,60000,Diesel,Individual,Manual,First Owner,5,24.0,1120,70.0,160.0,12.751299696013497
Honda Amaze S i-Vtech,2015,390000,50000,Petrol,Individual,Manual,First Owner,5,18.0,1198,86.7,109.0,12.873902018105829
Datsun GO T Option BSIV,2015,275000,20000,Petrol,Individual,Manual,First Owner,5,20.63,1198,67.0,104.0,12.524526376648708
Chevrolet Sail 1.2 LS ABS,2014,310000,35000,Petrol,Individual,Manual,First Owner,5,18.2,1199,82.4,108.5,12.644327576461329
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,500000,20000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,113.75,13.122363377404328
